Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Whole Foods Market,6550 E Pacific Coast Hwy,,Long Beach,CA,90803,,562-598-8687  888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,33.754579,-118.109285,2020-01-13,82470,2020-02-19 00:05:33 UTC,P,,,2015-08-01,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
ELEC,LIBRARY C LOT,Soka Millenium Trail,"STATION 01; -
STATION 02",Aliso Viejo,CA,92656,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.5559885,-117.7353267,2020-02-14,82478,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$5 per hour,,,,,,,,,
ELEC,VALLEY FAIR,11 Beechwood Ave,"MONROE P1-1; Parking Deck E
MONROE P1-4; Parking Deck E
MONROE P1-5; Parking deck ""E"" 
MONROE P1-6; Parking deck ""E"" 
MONROE P2-2; Parking deck E 
MONROE P2-3; Parking deck E 
MONROE P2-4; Parking deck E
MONROE P2-5; Parking deck E
MONROE P2-6; Parking deck E
MONROE P2-7; Parking deck ""E"" ",San Jose,CA,95128,,888-758-4389,E,,Public,24 hours daily,,,,,,20,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3263735,-121.9428187,2020-02-14,82479,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,CITY OF NAPA,1181-1199 Main St,MAIN & PEARL; -,Napa,CA,94559,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.3004312,-122.2866496,2020-02-14,82480,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,IRVINE  CO  OFC,6410 Oak Canyon,"OCBC 6410 01; Stations are in back of the 6410 of building.
OCBC 6410 02; Stations are in back of the 6410 building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.676461,-117.768284,2020-02-14,82481,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,ALTABATESSUMMIT,400 Hawthorne Ave,LEVEL C; Parking garage,Oakland,CA,94609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.8214279,-122.2640272,2020-02-14,82486,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,ESPOSTI STATION,Kendall Way,"ESPOSTI 1
ESPOSTI 2; Entrance to Parking Lot",Windsor,CA,95492,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5278908,-122.7816468,2020-02-14,82498,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $1 per additional hour, $0.35 per kWh",,,,,,,,,
ELEC,IRONWORKS,471 E Evelyn Ave,IRONWORKS1; Parking garage ,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3762521,-122.0252178,2020-02-14,82503,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $4.1 per additional hour, $3.1 per kWh, maximum payment of $50",,,,,,,,,
ELEC,IRONWORKS,465 E Evelyn Ave,IRONWORKS 2; Parking garage ,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3764722,-122.0254867,2020-02-14,82529,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $4.1 per additional hour, $3.1 per kWh, maximum payment of $50",,,,,,,,,
ELEC,STANTON,7800 Katella Ave,STANTONPUBLIC; Parking garage ,Stanton,CA,90680,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.8016234,-117.9963451,2020-02-14,82547,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,
ELEC,DC SOLAR,4230-4298 Faculty Ave,SCT20HEV-170453; Long Beach CC,Long Beach,CA,90808,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8354319,-118.137178,2020-02-14,82548,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,DC SOLAR,3924-3932 Faculty Ave,"SCT20HEV-170488; -
XBS1720JC198501; LBCC",Long Beach,CA,90808,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.829365,-118.138011,2020-02-14,82549,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,ELEVATE,Whiptail Loop E,2870 BUILDING; Chargepoint station is located in front of UNITE building ,Carlsbad,CA,92010,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.141546,-117.2493527,2020-02-14,82552,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,DC SOLAR,4901 E Conant St,"SCT20HEV-171411; -
SCT20HEV171436; -",Long Beach,CA,90808,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.825272,-118.135175,2020-02-14,82553,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,SANTA CLARA,611-695 Moreland Way,"NORTHSIDE LIB 1
NORTHSIDE LIB 2",Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.396169,-121.94559,2020-02-14,82567,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,THE 500,500-532 CA-111BUS,THE 500,Palm Springs,CA,92264,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8154327,-116.5462553,2020-02-14,82579,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour, and $3 per additional hour",,,,,,,,,
ELEC,2101 EL SEGUNDO,2101 E El Segundo Blvd,STATION 1; -,El Segundo,CA,90245,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.916895,-118.3903783,2020-02-14,82638,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 2 hours, and $5 per additional hour, minimum payment of $2.5, maximum payment of $112.5, maximum session time is 24 hours",,,,,,,,,
ELEC,PUBLIC,21795-21899 Pioneer Blvd,HGCDD02; -,Hawaiian Gardens,CA,90715,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.83039,-118.0824493,2020-02-14,82656,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $5 per additional hour, $0.29 per kWh",,,,,,,,,
ELEC,PARKING GARAGE,310 E Bidwell St,STATION 1; First floor parking garage behind Chicago Fire,Folsom,CA,95630,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.6503732,-121.1184322,2020-02-14,82659,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,PARKING GARAGE,310 Via Felice,STATION 3; First level parking garage behind Chicago Fire,Folsom,CA,95630,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.6502915,-121.1185516,2020-02-14,82660,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,600 HARRISON,200 Smith Ranch Road,REGENCY 2; -,San Rafael,CA,94903,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.017059,-122.5330668,2020-02-14,82663,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 2 hours, and $2.5 per additional hour",,,,,,,,,
ELEC,@CENTRAL,2858 De La Cruz Blvd,"@CENTRAL 1; Parking Lot
@CENTRAL 2; Parking Lot
@CENTRAL 3; Parking Lot
@CENTRAL 4",Santa Clara,CA,95050,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.372156,-121.943573,2020-02-14,82667,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,FAIRFAX,2-38 Broadway,PARKADE,Fairfax,CA,94930,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.9871153,-122.5886504,2020-02-14,82677,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.5 per hour, minimum payment of $0.5",,,,,,,,,
ELEC,JOHN MUIR HLTH,133 La Casa Via,"CAMPUS CHGR 1; Hospital parking garage 5th floor
CAMPUS CHGR 2; Hospital parking garage 5th floor
CAMPUS CHGR 3; John Muir Health parking garage 5th floor",Walnut Creek,CA,94598,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.911666,-122.040617,2020-02-14,82689,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $5 per additional hour, maximum payment of $40",,,,,,,,,
ELEC,SEVO SunStation,1624 Dell Ave,,Campbell,CA,95008,,650-701-7247,E,,Public,8am-6pm daily; register with Paired Power for access,,,,,,,6,,Non-Networked,,GPS,37.262755,-121.956546,2019-09-09,82709,2020-01-21 18:34:38 UTC,P,,,2017-02-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR
ELEC,RAR,227 W San Marcos Blvd,"STATION 1; East Part of Parking Lot by Hotel Entrance
STATION 3; Very West Area of Parking Lot
STATION 4; Fairfield by Marriott
STATION 5; Fairfield by Marriott",San Marcos,CA,92069,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.140356,-117.16599,2020-02-14,82725,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,IRVINE  CO  OFC,3393 Octavius Dr,SCS 3363 L2 03; LEVEL 2 AISLE A/B,Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3818286,-121.9694813,2020-02-14,82728,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,IRVINE  CO  OFC,3363 Octavius Dr,"SCS 3363 L1 01; LEVEL 1 AISLE B/C  ADA 
SCS 3363 L2 02; LEVEL 2 AISLE A/B
SCS 3363 L2 04; LEVEL 2 AISLE A/B
SCS 3363 L2 06; LEVEL 2 AISLE A/B
SCS 3363 L2 07; LEVEL 2 AISLE A/B
SCS 3363 L2 08; LEVEL 2 AISLE A/B
SCS 3363 L2 09; LEVEL 2 AISLE A/B
SCS 3363 L2 10; LEVEL 2 AISLE A/B
SCS 3363 L2 11; LEVEL 2 AISLE A/B
SCS 3363 L2 13; LEVEL 2 AISLE A/B
SCS 3363 L2 14; LEVEL 2 AISLE A/B
SCS 3363 L2 15; LEVEL 2 AISLE A/B
SCS 3363 L5 16; LEVEL 5 AISLE A/B
SCS 3363 L5 17; LEVEL 5 AISLE A
SCS 3363 L5 18; LEVEL 5 AISLE A
SCS 3363 L5 19; LEVEL 5 AISLE A
SCS 3363 L5 20; LEVEL 5 AISLE A
SCS 3363 L5 21; LEVEL 5 AISLE A",Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,36,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.381541,-121.969304,2020-02-14,82729,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,IRVINE  CO  OFC,3333 Octavius Dr,SCS 3363 L2 05; LEVEL 2 AISLE A/B,Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.381672,-121.9694813,2020-02-14,82730,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,STATION 1,2615 Buena Vista Dr,CHARGEPOINT 1; Paso Robles La Quinta Inn & Suites,Paso Robles,CA,93446,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.6450731,-120.6714064,2020-02-14,82735,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $3 per additional hour",,,,,,,,,
ELEC,RAPID GAS,9815 National Blvd,"STATION 1; Near parking area.
STATION 2; Near parking area.",Los Angeles,CA,90034,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.0316,-118.400332,2020-02-14,82738,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $10 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,IRVINE  CO  OFC,3397 Octavius Dr,SCS 3363 L2 12; LEVEL 2 AISLE A/B,Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3810448,-121.9694967,2020-02-14,82739,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,REDONDO,125 Beryl St,TSA REDONDO; Near front enterance next to handycap parking,Redondo Beach,CA,90277,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8466079,-118.3924728,2020-02-14,82756,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
ELEC,IRVINE  CO  OFC,2595 Augustine Dr,"SCS 2595 L1 01; Station is on Level 1, designed for disabled use, please use last.
SCS 2595 L2 02; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 03; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 04; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 05; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 06; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 07; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 08; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 09; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 10; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 11; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 12; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 13; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 14; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 15; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 16; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 17; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 18; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 19; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 20; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 21; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 22; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 24; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 25; 2nd floor, north side (near freeway), aisle A/B
SCS 2595 L2 26; 2nd floor near freeway
SCS 2595 L5 27; 5th floor near elevator lobby
SCS 2595 L5 28; 5th floor near elevator lobby
SCS 2595 L5 29; 5th floor near elevator lobby
SCS 2595 L5 30; 5th floor near elevator lobby
SCS 2595 L5 31; 5th floor near elevator lobby
SCS 2595 L5 32; 5th floor near elevator lobby
SCS 2595 L5 33; 5th floor near elevator lobby
SCS 2595 L5 34; 5th floor near elevator lobby
SCS 2595 L5 35; 5th floor near elevator lobby
SCS 2595 L5 36; 5th floor near elevator lobby
SCS 2595 L5 37; 5th floor near elevator lobby",Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,71,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.383561,-121.973644,2020-02-14,82762,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,BRENTWOOD TSC,8800 Brentwood Blvd,TRACTOR SUPPLY,Brentwood,CA,94531,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.9239484,-121.6884994,2020-02-14,82763,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,IRVINE  CO  OFC,2575 Augustine Dr,"SCS 2595 L2 23; 2nd floor, north side (near freeway), aisle A/B",Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.3839379,-121.9734212,2020-02-14,82765,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,COUNTY OF MARIN,3260 Kerner Blvd,HEALTH CAMPUS; -,San Rafael,CA,94901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.960176,-122.5010023,2020-02-14,82778,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, maximum payment of $4",,,,,,,,,
ELEC,CC STATION 1,24351 El Toro Rd,"CC STATION #1; Welcome To Laguna Woods Village
CPE250-1
CPE250-2
CPE250-3
CT40000-2",Laguna Woods,CA,92637,,888-758-4389,E,,Public,24 hours daily,,,,,,4,6,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.610358,-117.731017,2020-02-14,82779,2020-02-14 10:15:20 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.3 per kWh, maximum payment of $30",,,,,,,,,
ELEC,DC SOLAR,3860 N Lakewood Blvd,SCT20HEV-172167; -,Long Beach,CA,90808,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8272237,-118.1357779,2020-02-14,82780,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,OPTERRA,3901 Alamo St,SIMI VALLEY 2; At police station,Simi Valley,CA,93063,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.28725,-118.7192565,2020-02-14,82785,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,OPTERRA,3900 Avenida Simi,SIMI VALLEY 1; At senior center,Simi Valley,CA,93063,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2890937,-118.7207754,2020-02-14,82786,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,RIALTO IN-N-OUT,158-170 E Easton St,"IN N OUT 1
IN N OUT 2",Rialto,CA,92376,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.134244,-117.369364,2020-02-14,82788,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,RAMONA SHOPPING,30240 CA-78,TOWN & COUNTRY; Unit is in front of Dons Market,Santa Ysabel,CA,92070,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.1093231,-116.674964,2020-02-14,82814,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.35 per hour for the first 2 hours, and $3 per additional hour",,,,,,,,,
ELEC,VISITOR CENTER,645-699 Berry Ct,NASAVISITORCTR3; NASA Ames Visitor Center Parking Lot,Mountain View,CA,94043,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.4092935,-122.0634923,2020-02-14,82820,2020-02-14 10:15:20 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per hour,,,,,,,,,
ELEC,VISITOR CENTER,Nasa Pkwy,"NASAVISITORCTR1; NASA Ames Visitor Center Parking Lot
NASAVISITORCTR2; NASA Ames Visitor Center Parking Lot
NASAVISITORCTR5; NASA Ames Visitor Center Parking Lot
NASAVISITORCTR6; NASA Ames Visitor Center Parking Lot
NASAVISITORCTR7; NASA Ames Visitor Center Parking Lot
NASAVISITORCTR8; NASA Ames Visitor Center Parking Lot",Mountain View,CA,94043,,888-758-4389,E,,Public,24 hours daily,,,,,,,12,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.4093233,-122.0635406,2020-02-14,82821,2020-02-14 10:15:20 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per hour,,,,,,,,,
ELEC,VISITOR CENTER,642-698 Berry Ct,NASAVISITORCTR4; NASA Ames Visitor Center Parking Lot,Mountain View,CA,94043,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.4092424,-122.0635138,2020-02-14,82822,2020-02-14 10:15:20 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,$0.25 per hour,,,,,,,,,
ELEC,LOMA LINDA UNIV,125 Club Center Dr,LLUH 125; -,San Bernardino,CA,92408,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.0627232,-117.2816276,2020-02-14,85396,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.4 per kWh,,,,,,,,,
ELEC,ESSEX,5600 Wilshire Blvd,"5600 WILSHIRE 1; -
5600 WILSHIRE 2
5600 WILSHIRE 3",Los Angeles,CA,90036,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.061486,-118.351291,2020-02-14,85421,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,
ELEC,HAMPTON INN NRT,8818 Spectrum Park Way,HAMPTON INN ONE; -,Bakersfield,CA,93308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.4397547,-119.0759297,2020-02-14,85428,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $2 per hour, minimum payment of $2, maximum payment of $8, maximum session time is 4 hours",,,,,,,,,
ELEC,UNIT 1,370 Civic Dr,370 CIVIC DRIVE,Pleasant Hill,CA,94523,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.962325,-122.0716461,2020-02-14,85458,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, $0.3 per kWh",,,,,,,,,
